household_id,year,month,bill_amount,estimated_kwh,total_duration_hours,total_power_watt,active_device_count
22,2025,1,655636.01,563.481,5.98,3037.72,17
22,2025,2,634033.45,378.157,9.92,1360.95,8
22,2025,3,1004183.96,994.537,9.2,3485.51,21
22,2025,4,707926.19,113.32,5.93,636.99,5
22,2025,5,504881.45,199.044,5.14,1249.58,9
22,2025,6,529095.0,350.68,9.1,1283.87,12
22,2025,7,535133.47,403.42,4.66,2790.96,12
22,2025,8,577087.45,365.927,8.34,1416.08,16
22,2025,9,427721.36,199.205,7.14,929.35,10
22,2025,10,442716.9,309.566,7.17,1393.46,17
22,2025,11,419836.71,232.506,6.89,1125.37,11
22,2025,12,487706.88,494.361,9.25,1724.43,8
23,2024,1,646891.2,699.447,9.52,2369.14,17
23,2024,2,622918.05,304.042,6.76,1550.44,10
23,2024,3,507041.36,207.139,3.47,1924.72,11
23,2024,4,452754.21,260.929,8.36,1040.73,9
23,2024,5,553067.89,449.071,7.84,1847.04,20
23,2024,6,870459.71,937.953,8.03,3894.29,17
23,2024,7,1203483.23,1112.405,7.11,5045.1,20
23,2024,8,1231260.65,1070.114,9.98,3457.63,16
23,2024,9,1036471.18,560.015,7.0,2666.36,16
23,2024,10,984854.59,569.568,7.1,2589.11,14
23,2024,11,812597.29,393.282,7.37,1777.95,8
23,2024,12,582774.23,224.335,4.91,1473.22,15
23,2025,1,487890.29,298.576,7.15,1347.83,14
23,2025,2,711725.13,733.769,7.15,3663.03,16
23,2025,3,1066198.08,1000.885,8.06,4004.17,17
23,2025,4,812487.89,128.292,4.0,1068.82,12
23,2025,5,801033.11,492.136,4.64,3418.55,20
23,2025,6,972396.07,812.18,5.68,4763.46,21
23,2025,7,1065540.19,799.129,9.71,2653.82,14
23,2025,8,881560.66,420.632,9.19,1477.17,6
23,2025,9,845869.22,664.438,6.49,3412.52,15
23,2025,10,788798.42,548.23,8.8,2008.71,8
23,2025,11,919392.88,752.755,6.73,3730.07,15
23,2025,12,732538.18,369.98,3.84,3111.16,20
24,2024,1,498279.88,281.784,6.84,1328.86,11
24,2024,2,428250.69,205.352,5.58,1269.78,7
24,2024,3,796590.71,847.173,9.32,2933.02,12
24,2024,4,689990.81,300.785,7.47,1341.38,7
24,2024,5,578164.88,243.421,8.47,927.04,5
24,2024,6,790737.24,708.771,6.55,3606.8,21
24,2024,7,839009.98,579.859,5.63,3324.2,19
24,2024,8,699570.09,194.083,5.06,1237.86,9
24,2024,9,584522.52,225.744,5.0,1506.0,6
24,2024,10,566542.21,369.528,6.25,1908.45,15
24,2024,11,681134.41,638.349,6.62,3216.18,15
24,2024,12,547057.43,160.429,3.7,1398.81,16
24,2025,1,659320.79,507.846,8.26,1984.02,11
24,2025,2,549613.91,211.278,7.88,957.92,5
24,2025,3,403581.87,114.181,4.36,844.32,9
24,2025,4,461986.24,332.562,4.16,2663.51,19
24,2025,5,820672.21,1073.211,7.57,4574.51,19
24,2025,6,803669.3,477.898,3.62,4399.15,18
24,2025,7,787363.96,512.806,7.67,2156.23,14
24,2025,8,584554.25,223.63,4.01,1799.38,21
24,2025,9,705367.43,712.022,9.21,2577.96,18
24,2025,10,736200.24,532.331,4.9,3505.94,16
24,2025,11,888919.08,701.332,9.32,2509.67,11
24,2025,12,931670.11,679.242,9.52,2300.91,19
25,2024,1,414509.2,191.794,4.69,1319.4,10
25,2024,2,532003.48,515.374,7.41,2397.97,10
25,2024,3,518471.61,287.608,8.76,1059.03,9
25,2024,4,702782.38,548.209,7.02,2601.57,12
25,2024,5,1062538.85,1069.199,8.59,4014.58,19
25,2024,6,1168940.1,876.27,5.94,4916.4,19
25,2024,7,927060.98,264.511,5.76,1481.1,6
25,2024,8,803125.77,398.735,8.88,1447.67,12
25,2024,9,872974.73,611.467,8.64,2358.86,14
25,2024,10,712123.28,320.992,6.27,1651.21,9
25,2024,11,640111.6,315.029,7.07,1484.45,9
25,2024,12,706385.61,636.839,8.22,2499.31,11
25,2025,1,656633.3,330.655,7.08,1506.8,14
25,2025,2,686162.32,503.769,7.7,2336.65,19
25,2025,3,662972.6,294.483,9.13,1040.45,7
25,2025,4,610029.73,310.931,5.75,1801.52,21
25,2025,5,815282.0,645.449,8.69,2397.05,16
25,2025,6,769237.96,465.904,4.61,3369.06,14
25,2025,7,688689.93,329.843,4.75,2241.11,18
25,2025,8,746583.09,512.709,6.52,2535.78,21
25,2025,9,719761.75,536.4,8.65,2066.54,12
25,2025,10,674317.29,391.599,8.19,1543.2,14
25,2025,11,526152.04,152.613,3.02,1685.06,7
25,2025,12,452867.6,234.361,4.9,1541.51,11
26,2024,1,416820.43,187.012,3.65,1651.98,9
26,2024,2,581853.04,592.772,5.52,3700.32,17
26,2024,3,489389.11,305.485,3.23,3050.36,18
26,2024,4,432314.19,197.439,3.57,1845.83,8
26,2024,5,847219.71,984.526,7.72,4114.34,20
26,2024,6,840584.61,518.144,3.7,4663.36,19
26,2024,7,804435.18,575.45,7.73,2402.22,15
26,2024,8,880127.67,610.682,8.6,2291.54,21
26,2024,9,702631.28,260.318,7.54,1150.8,8
26,2024,10,551792.9,209.975,3.82,1773.78,17
26,2024,11,464298.78,223.99,7.84,951.95,8
26,2024,12,511020.33,438.571,5.7,2482.92,10
26,2025,1,790702.97,856.436,8.93,3095.05,12
26,2025,2,885745.83,530.149,7.76,2441.07,17
26,2025,3,582357.69,101.186,7.17,455.17,5
26,2025,4,595544.34,440.605,8.12,1809.34,13
26,2025,5,519477.87,288.759,7.85,1185.92,5
26,2025,6,383230.32,134.818,4.98,902.81,5
26,2025,7,319670.46,190.096,7.75,790.83,6
26,2025,8,843367.34,1300.019,8.17,5130.73,20
26,2025,9,833493.97,551.678,4.55,4038.33,19
26,2025,10,1036087.23,993.958,7.79,4117.57,18
26,2025,11,785139.99,190.196,3.32,1909.8,13
26,2025,12,620097.21,209.119,4.72,1429.95,9
27,2024,1,444787.98,533.536,5.64,3054.12,14
27,2024,2,390228.02,206.934,5.25,1360.25,6
27,2024,3,535800.7,483.082,8.23,1892.43,12
27,2024,4,563762.54,437.695,5.22,2792.82,16
27,2024,5,760475.39,625.249,6.9,2923.71,19
27,2024,6,578932.12,249.972,6.2,1343.04,7
27,2024,7,610772.51,442.831,5.81,2459.03,19
27,2024,8,466342.43,98.925,3.65,873.09,8
27,2024,9,352078.69,136.845,3.17,1439.14,12
27,2024,10,374883.54,179.674,4.03,1439.68,14
27,2024,11,498870.09,419.532,3.62,3864.09,15
27,2024,12,597367.07,530.798,5.94,2882.29,15
27,2025,1,663920.81,454.778,5.65,2594.72,10
27,2025,2,498557.97,167.558,9.46,632.58,7
27,2025,3,763915.53,799.77,7.71,3344.19,19
27,2025,4,592080.0,233.748,8.98,867.59,7
27,2025,5,472661.99,187.346,4.13,1464.24,18
27,2025,6,894154.15,913.394,7.79,3909.41,21
27,2025,7,720614.69,258.13,4.45,1869.73,10
27,2025,8,741719.0,625.306,6.3,3200.48,16
27,2025,9,689253.43,487.475,9.91,1640.27,20
27,2025,10,542880.36,153.491,4.99,993.2,9
27,2025,11,794727.27,967.483,9.13,3533.39,14
27,2025,12,779173.09,558.921,9.39,1919.35,18
28,2024,1,415876.22,472.032,9.4,1620.2,13
28,2024,2,300669.51,101.676,7.15,490.69,5
28,2024,3,328492.56,285.009,7.02,1310.24,10
28,2024,4,359721.41,230.5,3.9,1971.46,10
28,2024,5,552807.78,537.312,7.97,2174.73,11
28,2024,6,646866.38,508.815,4.95,3428.08,18
28,2024,7,481830.16,104.842,3.42,987.46,8
28,2024,8,500632.41,301.463,8.54,1139.24,6
28,2024,9,656118.14,686.583,6.31,3626.84,20
28,2024,10,623018.9,410.013,3.69,3587.69,14
28,2024,11,531430.23,276.965,3.59,2570.66,12
28,2024,12,391415.74,99.163,3.56,899.42,9
28,2025,1,534889.58,531.004,7.89,2171.73,10
28,2025,2,606431.92,511.088,3.64,5013.33,20
28,2025,3,588351.51,358.589,7.0,1653.64,10
28,2025,4,724768.63,588.901,9.02,2176.82,17
28,2025,5,591155.64,162.789,4.78,1099.23,12
28,2025,6,798154.33,819.119,7.32,3727.76,18
28,2025,7,869445.29,609.711,9.47,2076.89,14
28,2025,8,1051860.55,982.138,9.83,3223.69,15
28,2025,9,919288.65,551.3,9.21,1996.18,16
28,2025,10,1115592.1,1000.15,7.3,4418.22,20
28,2025,11,811047.15,139.407,4.89,950.42,8
28,2025,12,635356.97,247.018,9.18,868.04,7
29,2024,1,568156.09,644.615,6.14,3387.09,16
29,2024,2,617212.95,424.427,8.06,1814.7,8
29,2024,3,779957.27,684.24,7.26,3039.56,16
29,2024,4,649877.82,229.606,7.62,1005.03,10
29,2024,5,610032.35,313.427,6.18,1637.25,14
29,2024,6,766199.92,670.544,9.41,2374.68,10
29,2024,7,533465.82,68.882,3.58,619.82,7
29,2024,8,584840.14,408.78,4.37,3018.92,12
29,2024,9,554526.11,289.715,5.32,1815.15,9
29,2024,10,606591.71,591.451,5.11,3731.8,15
29,2024,11,621379.02,538.877,7.43,2418.51,15
29,2024,12,560712.64,313.446,4.91,2059.36,16
29,2025,1,530384.16,391.081,4.33,2911.54,18
29,2025,2,471728.88,226.028,7.82,1031.98,10
29,2025,3,359149.18,79.972,3.3,781.58,8
29,2025,4,521212.86,472.454,3.4,4635.01,20
29,2025,5,445483.17,171.793,9.97,555.72,5
29,2025,6,596274.8,476.782,8.15,1951.09,10
29,2025,7,503908.08,178.635,7.19,801.48,10
29,2025,8,381334.24,149.817,5.32,908.04,8
29,2025,9,650509.87,726.217,9.88,2451.21,18
29,2025,10,919462.2,932.305,7.21,4173.73,20
29,2025,11,648611.8,122.047,7.23,562.77,6
29,2025,12,677846.41,510.119,9.89,1663.5,8
30,2024,1,548643.43,278.886,6.55,1373.35,17
30,2024,2,496137.17,226.603,4.22,1853.2,11
30,2024,3,615460.34,584.574,4.0,4710.67,20
30,2024,4,586007.77,297.407,6.87,1442.18,17
30,2024,5,571595.55,346.875,3.66,3058.33,17
30,2024,6,791854.97,677.594,9.46,2387.79,11
30,2024,7,589186.48,188.984,3.03,2015.09,13
30,2024,8,571140.7,329.034,5.46,1943.27,20
30,2024,9,624744.48,551.814,8.24,2233.53,21
30,2024,10,573361.62,322.494,5.31,1957.59,15
30,2024,11,414619.28,122.29,3.97,1026.0,5
30,2024,12,479426.15,457.04,7.54,1956.2,17
30,2025,1,395836.43,178.869,3.7,1559.65,9
30,2025,2,352039.87,211.21,4.99,1510.44,6
30,2025,3,650038.19,848.52,9.43,2901.34,16
30,2025,4,782283.03,585.614,5.42,3602.39,20
30,2025,5,810275.89,542.829,6.87,2548.45,10
30,2025,6,651263.5,291.792,8.63,1127.31,13
30,2025,7,453318.1,87.025,3.56,789.62,9
30,2025,8,454850.68,386.647,5.37,2322.25,14
30,2025,9,608816.91,630.253,3.98,5276.83,21
30,2025,10,799557.15,821.079,7.97,3323.48,17
30,2025,11,608405.24,222.475,5.27,1408.04,8
30,2025,12,458587.86,170.944,4.93,1118.65,13
31,2024,1,369006.86,87.684,3.63,778.95,5
31,2024,2,615371.12,643.335,7.05,3145.24,15
31,2024,3,527536.77,217.046,6.48,1080.66,5
31,2024,4,794686.75,823.241,5.23,5242.69,21
31,2024,5,725982.83,377.471,7.2,1691.81,20
31,2024,6,662322.46,305.341,6.82,1491.86,6
31,2024,7,585633.88,318.293,3.71,2765.66,13
31,2024,8,408699.1,92.369,6.04,493.46,6
31,2024,9,569310.1,570.661,5.85,3254.12,14
31,2024,10,622334.78,536.838,9.61,1802.2,15
31,2024,11,477772.2,143.478,5.46,876.02,6
31,2024,12,416934.81,245.888,6.65,1193.59,9
31,2025,1,370967.43,219.323,6.52,1084.95,11
31,2025,2,394560.67,307.067,8.42,1302.93,7
31,2025,3,341512.69,185.851,5.3,1130.61,13
31,2025,4,331136.16,207.242,6.36,1085.45,6
31,2025,5,584578.26,594.83,7.1,2704.05,19
31,2025,6,573474.08,328.77,7.86,1394.57,10
31,2025,7,537311.42,267.081,3.25,2647.56,11
31,2025,8,529712.99,380.463,5.97,2055.66,12
31,2025,9,620913.43,491.656,5.01,3272.99,13
31,2025,10,542656.93,296.257,4.42,2162.76,12
31,2025,11,585524.62,465.715,4.88,3181.38,20
31,2025,12,694109.93,531.659,3.2,5362.13,21
32,2024,1,540043.36,812.346,7.54,3477.39,17
32,2024,2,504541.83,283.444,9.35,1045.3,6
32,2024,3,470979.69,304.944,6.54,1503.69,12
32,2024,4,451790.55,267.11,6.58,1353.51,13
32,2024,5,711134.84,757.99,8.51,2874.09,15
32,2024,6,641816.43,304.248,5.4,1879.51,8
32,2024,7,540813.94,195.723,3.6,1751.59,10
32,2024,8,459504.07,343.084,6.94,1595.23,7
32,2024,9,411847.96,233.811,6.93,1124.05,12
32,2024,10,318118.3,162.669,7.17,731.48,9
32,2024,11,307765.63,199.876,9.15,727.93,5
32,2024,12,260239.7,177.48,5.3,1080.89,5
32,2025,1,248388.76,145.209,3.25,1443.22,18
32,2025,2,602161.16,908.458,9.32,3482.66,14
32,2025,3,490835.15,188.828,3.05,1999.08,9
32,2025,4,608151.22,588.418,7.34,2672.92,12
32,2025,5,720005.16,544.054,6.13,2863.05,18
32,2025,6,860113.32,681.417,6.03,3769.1,21
32,2025,7,654162.24,240.153,6.1,1271.01,7
32,2025,8,893487.65,888.173,7.9,3626.74,20
32,2025,9,694204.41,228.833,6.49,1175.56,10
32,2025,10,832608.34,896.824,7.27,3979.25,17
32,2025,11,704223.66,298.465,5.74,1731.95,8
32,2025,12,635776.77,289.268,3.0,3105.76,17
33,2024,1,793824.0,924.51,7.77,3838.41,17
33,2024,2,983761.47,774.953,9.92,2695.01,13
33,2024,3,922804.28,494.583,4.21,3793.95,20
33,2024,4,1009612.44,804.415,9.08,2953.82,17
33,2024,5,814425.11,331.125,3.76,2840.73,18
33,2024,6,593453.03,217.85,3.34,2173.46,13
33,2024,7,498398.23,274.778,8.57,1034.61,5
33,2024,8,409952.86,119.889,5.13,754.6,7
33,2024,9,409104.08,268.847,5.31,1687.62,14
33,2024,10,624648.29,611.742,3.8,5191.53,20
33,2024,11,615370.24,423.731,6.63,2128.9,15
33,2024,12,757839.51,698.226,9.48,2375.66,14
33,2025,1,825636.31,641.966,9.33,2219.2,13
33,2025,2,1083128.54,971.722,9.03,3845.3,17
33,2025,3,794372.86,214.506,3.98,1737.21,8
33,2025,4,660770.33,236.388,5.71,1380.18,10
33,2025,5,672056.81,410.922,8.36,1585.56,17
33,2025,6,1035141.19,1007.6,9.41,3570.78,17
33,2025,7,764315.66,206.838,5.05,1321.71,6
33,2025,8,668586.34,327.233,3.61,2926.02,13
33,2025,9,911535.58,969.212,9.66,3344.78,14
33,2025,10,751481.67,396.4,6.51,1964.69,19
33,2025,11,648963.72,269.905,4.73,1903.96,18
33,2025,12,503435.53,162.502,5.29,990.44,5
34,2024,1,397941.98,260.569,4.12,2041.07,14
34,2024,2,475486.87,440.155,4.94,3070.82,16
34,2024,3,635539.14,567.336,9.2,1990.09,11
34,2024,4,524856.03,205.196,3.74,1826.53,16
34,2024,5,515763.03,356.317,3.43,3348.43,18
34,2024,6,625613.53,545.552,6.74,2697.82,12
34,2024,7,414450.12,69.902,3.36,670.58,6
34,2024,8,506064.37,396.068,4.73,2701.44,18
34,2024,9,524261.17,377.948,4.42,2848.96,21
34,2024,10,410304.48,159.33,5.92,868.28,8
34,2024,11,509443.43,539.412,9.23,1948.02,8
34,2024,12,408054.7,172.784,4.48,1244.53,8
34,2025,1,342523.81,195.941,7.28,868.73,6
34,2025,2,682313.46,797.265,9.15,3112.5,14
34,2025,3,545370.45,226.792,8.17,896.0,10
34,2025,4,513177.12,194.269,4.29,1509.01,9
34,2025,5,473924.89,368.752,5.67,2097.97,11
34,2025,6,565251.87,413.728,6.8,2028.73,21
34,2025,7,411116.82,78.383,3.17,796.76,9
34,2025,8,392268.68,269.637,7.02,1239.31,10
34,2025,9,325801.22,193.292,7.69,837.78,6
34,2025,10,445587.66,425.803,8.31,1653.17,7
34,2025,11,909958.45,1118.59,8.11,4596.52,20
34,2025,12,927649.93,728.142,7.47,3145.21,19
35,2024,1,852936.94,1148.389,9.73,3806.02,17
35,2024,2,1170203.57,1078.451,9.55,3892.42,18
35,2024,3,1077916.71,536.586,9.82,1761.8,16
35,2024,4,1014983.67,570.871,6.09,3125.4,14
35,2024,5,717312.27,96.765,3.63,859.68,5
35,2024,6,825884.95,700.222,5.17,4517.27,19
35,2024,7,858196.06,701.345,8.26,2739.26,17
35,2024,8,714285.3,253.389,4.95,1652.27,13
35,2024,9,527658.03,105.513,3.62,971.92,7
35,2024,10,797293.43,952.973,6.59,4666.31,21
35,2024,11,823155.36,654.534,9.73,2242.59,9
35,2024,12,907302.59,666.617,6.44,3339.55,15
35,2025,1,860467.89,507.756,3.59,4556.34,18
35,2025,2,761897.41,383.469,6.67,2052.14,17
35,2025,3,744206.32,453.951,7.89,1856.67,13
35,2025,4,521709.57,72.041,4.07,589.35,7
35,2025,5,638757.03,564.266,5.91,3081.47,14
35,2025,6,571950.38,291.767,5.19,1875.09,16
35,2025,7,529633.14,229.503,7.41,999.49,5
35,2025,8,430288.58,156.679,3.96,1275.37,7
35,2025,9,508493.05,459.348,5.99,2554.19,17
35,2025,10,679587.29,721.231,8.38,2776.44,12
35,2025,11,677957.27,601.439,6.81,2941.79,14
35,2025,12,652776.54,283.791,7.37,1242.05,5
36,2024,1,428600.22,348.927,6.08,1851.58,14
36,2024,2,494330.92,386.716,4.98,2677.26,12
36,2024,3,706803.01,741.678,9.71,2463.02,13
36,2024,4,725419.14,462.366,4.65,3311.69,16
36,2024,5,689390.86,337.569,5.74,1898.18,13
36,2024,6,649061.63,367.94,6.06,2022.95,9
36,2024,7,449778.11,101.956,7.73,425.4,5
36,2024,8,413733.5,357.497,6.95,1660.11,12
36,2024,9,451065.64,311.677,4.43,2347.41,16
36,2024,10,576019.89,568.932,5.89,3117.93,12
36,2024,11,534484.39,261.709,8.02,1087.42,7
36,2024,12,415923.95,248.819,9.82,817.26,5
36,2025,1,356092.85,219.944,4.78,1483.24,6
36,2025,2,538212.37,612.645,6.66,3284.24,19
36,2025,3,518948.81,315.192,3.93,2584.2,17
36,2025,4,673310.64,537.582,7.93,2258.52,10
36,2025,5,614811.58,303.101,6.83,1431.73,6
36,2025,6,822743.39,809.102,9.06,2977.48,18
36,2025,7,701053.25,292.965,6.81,1386.93,8
36,2025,8,613197.0,335.107,9.07,1192.11,10
36,2025,9,511987.29,219.89,6.76,1084.86,6
36,2025,10,531336.91,406.288,6.72,1950.31,8
36,2025,11,527519.21,394.122,4.84,2711.62,16
36,2025,12,400544.57,96.009,3.65,847.93,5
37,2024,1,300843.53,318.472,9.17,1120.07,10
37,2024,2,445494.45,523.811,5.07,3564.51,15
37,2024,3,456692.15,337.944,3.48,3130.28,15
37,2024,4,636400.48,590.417,3.74,5259.34,21
37,2024,5,600363.76,406.339,4.92,2665.83,13
37,2024,6,476664.22,146.311,4.11,1187.44,7
37,2024,7,476324.1,328.236,6.65,1591.45,15
37,2024,8,401890.65,256.418,3.38,2444.73,21
37,2024,9,409142.44,367.08,6.09,2010.14,21
37,2024,10,340111.51,255.354,3.5,2351.59,16
37,2024,11,457351.53,460.131,9.86,1555.97,6
37,2024,12,440963.47,419.743,4.66,2903.11,21
37,2025,1,445960.64,354.344,4.26,2681.65,19
37,2025,2,459547.16,367.453,4.69,2800.03,12
37,2025,3,351972.43,82.557,4.13,644.66,6
37,2025,4,406235.02,411.714,9.51,1443.34,13
37,2025,5,336108.26,215.347,6.17,1125.99,9
37,2025,6,351154.4,219.254,4.35,1678.68,14
37,2025,7,805109.61,998.279,7.56,4257.49,17
37,2025,8,958121.95,891.441,6.58,4372.8,18
37,2025,9,719257.65,141.184,5.75,818.59,8
37,2025,10,733794.5,562.815,8.75,2074.68,14
37,2025,11,811043.94,752.787,6.36,3942.99,16
37,2025,12,590452.13,154.285,5.57,894.0,7
38,2024,1,535606.62,350.71,8.8,1285.98,8
38,2024,2,670610.01,589.012,5.77,3522.62,14
38,2024,3,647294.76,408.311,7.1,1854.35,17
38,2024,4,738416.25,493.274,7.87,2090.19,16
38,2024,5,821908.86,650.979,5.94,3536.66,18
38,2024,6,726438.55,381.387,7.54,1685.06,11
38,2024,7,698420.07,446.845,4.92,2930.1,20
38,2024,8,754426.83,623.847,9.46,2126.71,12
38,2024,9,519770.45,87.231,3.71,784.45,7
38,2024,10,388768.51,95.789,4.53,681.37,6
38,2024,11,448847.92,399.216,9.34,1425.31,7
38,2024,12,539591.95,432.083,5.14,2711.25,15
38,2025,1,1070271.86,1292.3,9.41,4431.36,21
38,2025,2,1200267.07,915.135,8.4,3892.89,17
38,2025,3,1035134.27,522.497,9.06,1861.11,10
38,2025,4,1042056.28,582.41,8.59,2260.69,9
38,2025,5,807217.04,265.095,6.63,1289.54,12
38,2025,6,1210458.26,1245.6,8.12,5114.58,21
38,2025,7,812224.08,117.071,3.14,1201.72,7
38,2025,8,864716.25,717.226,8.57,2699.7,13
38,2025,9,804233.32,508.375,6.32,2680.91,18
38,2025,10,634773.32,191.419,6.05,1021.37,5
38,2025,11,557897.6,219.118,3.04,2399.24,13
38,2025,12,519662.35,289.132,4.45,2095.16,13
39,2024,1,506993.59,286.628,4.74,1949.76,10
39,2024,2,523674.66,350.163,6.22,1942.24,11
39,2024,3,568447.02,351.711,8.52,1331.11,10
39,2024,4,1166164.17,1229.105,7.58,5406.53,21
39,2024,5,1235045.17,734.172,6.39,3706.13,18
39,2024,6,812618.25,81.647,3.94,691.21,7
39,2024,7,769526.34,402.811,6.87,1892.36,9
39,2024,8,549262.71,123.312,3.82,1040.67,6
39,2024,9,654050.63,606.311,8.64,2338.18,20
39,2024,10,584941.91,329.164,8.26,1285.88,6
39,2024,11,589845.7,386.123,7.89,1630.26,14
39,2024,12,487540.89,260.498,6.97,1205.13,12
39,2025,1,611382.72,617.53,7.79,2556.61,10
39,2025,2,421376.06,95.858,4.07,841.22,6
39,2025,3,460755.29,406.202,6.9,1899.96,17
39,2025,4,465325.59,314.106,8.13,1288.44,15
39,2025,5,642746.24,587.669,9.08,2088.45,14
39,2025,6,641586.71,408.156,8.8,1546.6,7
39,2025,7,664551.41,461.132,8.98,1656.22,13
39,2025,8,708310.27,635.414,5.38,3808.61,17
39,2025,9,552036.01,292.259,3.49,2787.75,12
39,2025,10,646998.56,541.952,4.95,3529.59,14
39,2025,11,745693.49,637.646,7.8,2724.61,12
39,2025,12,757443.46,541.096,8.55,2041.11,9
40,2024,1,415472.88,95.014,5.83,525.43,6
40,2024,2,405507.98,145.836,3.05,1648.01,8
40,2024,3,588777.43,551.431,4.09,4345.01,18
40,2024,4,595431.53,393.371,7.23,1812.79,7
40,2024,5,564884.08,400.182,8.67,1489.45,8
40,2024,6,446714.6,225.45,6.73,1116.43,6
40,2024,7,470875.57,394.758,5.45,2335.64,9
40,2024,8,595319.22,512.126,5.41,3053.75,17
40,2024,9,473803.47,161.366,4.81,1118.24,5
40,2024,10,734069.77,736.661,9.54,2490.05,13
40,2024,11,849817.38,798.464,6.86,3882.17,17
40,2024,12,722040.0,271.879,6.86,1279.07,11
40,2025,1,627717.32,310.993,3.71,2702.32,11
40,2025,2,790786.4,781.2,8.88,3141.27,19
40,2025,3,984346.8,972.211,8.68,3612.6,21
40,2025,4,824947.72,305.976,9.65,1057.19,5
40,2025,5,787044.07,518.406,4.28,3906.9,17
40,2025,6,676747.82,322.244,9.25,1161.57,13
40,2025,7,701059.29,552.997,8.19,2177.61,13
40,2025,8,758966.59,606.845,9.85,1987.04,10
40,2025,9,620448.4,247.11,4.03,2045.77,11
40,2025,10,494580.25,269.033,6.58,1318.06,13
40,2025,11,459673.43,220.34,4.37,1681.98,8
40,2025,12,426397.19,197.834,5.24,1217.72,7
41,2024,1,479371.94,221.274,4.08,1749.6,13
41,2024,2,608283.36,560.792,8.32,2323.66,20
41,2024,3,469680.47,105.072,4.26,795.19,5
41,2024,4,677429.52,623.615,8.59,2421.04,11
41,2024,5,782419.2,547.696,7.17,2464.51,15
41,2024,6,657091.83,265.739,4.14,2137.54,9
41,2024,7,589042.73,270.916,4.8,1821.0,17
41,2024,8,464484.69,131.137,3.02,1402.76,17
41,2024,9,501743.57,394.144,4.6,2856.7,15
41,2024,10,365267.39,111.768,3.97,908.91,8
41,2024,11,918863.79,1346.581,8.82,5089.39,21
41,2024,12,844522.07,496.902,8.8,1821.25,10
41,2025,1,624116.91,140.895,5.2,873.57,10
41,2025,2,485193.36,173.318,6.21,997.34,10
41,2025,3,456816.82,207.602,8.9,752.82,9
41,2025,4,602266.01,559.306,6.7,2784.34,14
41,2025,5,593015.5,383.248,8.77,1409.43,16
41,2025,6,678588.13,570.827,9.79,1944.47,14
41,2025,7,900218.9,917.95,9.94,2978.02,15
41,2025,8,640391.67,212.818,7.54,911.06,7
41,2025,9,439963.17,148.234,4.66,1059.23,6
41,2025,10,565713.11,601.16,7.45,2602.48,16
41,2025,11,544748.81,362.895,8.43,1434.8,11
41,2025,12,694778.59,692.103,6.67,3344.98,19
42,2024,1,195212.03,142.148,6.35,721.84,5
42,2024,2,197976.52,178.775,3.13,1968.31,9
42,2024,3,350442.49,333.998,5.78,1863.29,18
42,2024,4,471011.52,408.48,5.25,2593.62,12
42,2024,5,446103.69,228.203,3.8,1937.29,19
42,2024,6,644502.96,635.938,8.34,2541.01,19
42,2024,7,913107.38,851.845,8.95,3068.92,14
42,2024,8,896431.84,607.996,7.77,2524.25,12
42,2024,9,823784.88,498.614,7.58,2193.31,16
42,2024,10,758069.0,411.417,7.66,1731.78,18
42,2024,11,486112.21,51.244,3.21,532.56,6
42,2024,12,452501.38,241.784,4.92,1583.93,11
42,2025,1,349325.61,99.366,3.49,917.54,7
42,2025,2,486292.03,456.149,4.75,3427.79,17
42,2025,3,471682.26,269.616,7.93,1097.29,13
42,2025,4,611930.62,573.633,8.69,2199.17,17
42,2025,5,633473.05,388.062,6.88,1820.47,21
42,2025,6,655433.57,501.877,4.14,4041.61,17
42,2025,7,658718.59,476.885,3.55,4329.1,19
42,2025,8,682725.49,427.578,8.53,1616.18,8
42,2025,9,821451.58,685.731,6.54,3494.9,16
42,2025,10,773633.96,551.102,4.65,3824.63,16
42,2025,11,568182.42,174.34,9.85,590.21,5
42,2025,12,461597.05,200.256,5.78,1117.31,8
43,2024,1,597866.39,368.963,5.25,2265.85,11
43,2024,2,677770.85,451.437,9.81,1586.38,16
43,2024,3,521332.27,160.571,5.26,984.38,6
43,2024,4,661942.97,526.0,6.13,2862.04,16
43,2024,5,855936.17,898.979,9.3,3119.14,16
43,2024,6,754365.11,335.372,4.86,2302.52,20
43,2024,7,734984.64,451.664,7.54,1932.44,15
43,2024,8,565179.88,267.769,4.23,2041.55,10
43,2024,9,391845.11,113.591,3.27,1156.95,7
43,2024,10,286932.13,171.315,4.51,1226.56,5
43,2024,11,270908.04,209.231,3.88,1795.81,8
43,2024,12,777925.03,1278.64,9.17,4495.73,19
43,2025,1,915920.46,712.748,9.42,2442.04,12
43,2025,2,689051.4,211.626,5.86,1289.86,7
43,2025,3,552126.52,180.843,4.1,1421.93,11
43,2025,4,573091.01,567.415,7.62,2481.86,19
43,2025,5,567170.1,292.284,9.12,1033.55,11
43,2025,6,564786.34,371.533,8.16,1517.69,7
43,2025,7,470136.44,225.269,9.0,807.77,5
43,2025,8,451167.09,279.899,8.09,1116.19,9
43,2025,9,461644.19,318.569,6.35,1672.42,11
43,2025,10,647538.84,775.747,6.11,4095.22,16
43,2025,11,585239.44,326.559,6.0,1815.65,19
43,2025,12,691380.89,548.664,9.31,1901.41,10
44,2024,1,352600.05,257.3,4.04,2054.28,12
